,TYPE,NUMBER,SESSION,AUTHORSHIP,TITLE,URL
0,Projeto de Resolução,673/XIV,2,BE,"
Recolha e tratamento eficaz dos gases de refrigeração das unidades de ar condicionado, frigoríficos e outros equipamentos de frio",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45325
1,Projeto de Resolução,672/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Recomenda ao Governo que diligencie pela criação de um grupo de trabalho com vista à implementação de um projeto piloto de Rendimento Básico Incondicional",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45324
2,Projeto de Resolução,671/XIV,2,PSD,"
Recomenda ao Governo que promova, com urgência, a reabilitação da Escola Secundária de Esmoriz, do concelho de Ovar, distrito de Aveiro",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45323
3,Projeto de Resolução,670/XIV,2,CDS-PP,"
Instituição do Dia Nacional da Sustentabilidade a 25 de setembro",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45319
4,Projeto de Resolução,669/XIV,2,CDS-PP,"
Revisão do Estatuto dos Funcionários de Justiça, aprovado pelo Decreto-Lei n.º 343/99, de 26 de agosto",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45306
5,Projeto de Resolução,668/XIV,2,PSD,"
Recomenda ao Governo que retome, com urgência, a reabilitação da Escola Secundária da Sertã do Agrupamento de Escolas da Sertã, do concelho de Sertã, distrito de Castelo Branco",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45305
6,Projeto de Resolução,667/XIV,2,BE,"
Recomenda medidas de mitigação das emissões de navios de comércio e de cruzeiro cujas emissões agravam a crise climática, o ambiente e a saúde humana",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45302
7,Projeto de Resolução,666/XIV,2,PSD,"
Construção de uma Escola Básica do 2.º e 3.º Ciclos e Ensino Secundário, na freguesia de Fernão Ferro",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45301
8,Projeto de Resolução,665/XIV,2,IL,"
Pela aprovação das portarias referentes às medidas de acolhimento para crianças e jovens",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45295
9,Projeto de Resolução,664/XIV,2,PSD,"
Recomenda ao Governo que mantenha uma política integrada ao nível da sanidade e do bem-estar animal para os animais de companhia, reforçando a Direção-Geral de Alimentação e Veterinária",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45294
0,Projeto de Resolução,663/XIV,2,CDS-PP,"
Recomenda ao Governo a abertura de um Serviço de Urgência no Hospital Dr. Francisco Zagalo",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45290
1,Projeto de Resolução,662/XIV,2,CDS-PP,"
Recomenda ao Governo que encontre uma solução para a Escola Superior de Gestão de Idanha-a-Nova social e territorialmente justa para o concelho",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45285
2,Projeto de Resolução,661/XIV,2,PCP,"
Pela salvaguarda da autonomia da Escola Superior de Gestão de Idanha-a-Nova",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45284
3,Projeto de Resolução,660/XIV,2,PCP,"
Valorização dos professores e educadores e melhoria das suas condições de trabalho",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45283
4,Projeto de Resolução,659/XIV,2,BE,"
Pela regulamentação da atividade dos trabalhadores do setor dos transportes, comunicações e telecomunicações com vista à redução do desgaste resultante do exercício da atividade, à garantia das condições de segurança e saúde no trabalho bem como a um acesso à reforma adequado ao desgaste da profissão",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45281
5,Projeto de Resolução,658/XIV,2,BE,"
Pela regulamentação da atividade de trabalhador da manutenção e montagem de aerogeradores com vista à redução do desgaste resultante do exercício da atividade, à garantia das condições de segurança e saúde no trabalho e à adequação do acesso à reforma",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45280
6,Projeto de Resolução,657/XIV,2,BE,"
Pela regulamentação da atividade de carteiro com vista à redução do desgaste resultante do exercício da atividade e à garantia das condições de segurança e saúde no trabalho",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45279
7,Projeto de Resolução,656/XIV,2,BE,"
Recuperação e reforço da atividade dos cuidados de saúde primários",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45278
8,Projeto de Resolução,655/XIV,2,BE,"
Recomenda ao Governo a realização urgente de obras na Escola Secundária de Serpa",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45277
9,Projeto de Resolução,654/XIV,2,BE,"
Recomenda a contratação de mais professores, técnicos especializados e trabalhadores não docentes para a escola pública",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45276
0,Projeto de Resolução,653/XIV,2,BE,"
Pela valorização da carreira docente",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45275
1,Projeto de Resolução,652/XIV,2,BE,"
Pela disponibilização de testes Covid-19 gratuitos a professores, trabalhadores não-docentes e alunos",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45274
2,Projeto de Resolução,651/XIV,2,BE,"
Pela autonomia da Escola Superior de Gestão de Idanha-a-Nova",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45273
3,Projeto de Resolução,650/XIV,2,PEV,"
Intensificação e credibilização da avaliação de impacte ambiental das obras integradas no projeto de acessibilidades marítimas ao porto de Leixões",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45271
4,Projeto de Resolução,649/XIV,2,PAN,"
Recomenda ao Governo que adopte os procedimentos atinentes a assegurar a consagração do crime de ecocídio na lista de crimes previstos no Estatuto de Roma do Tribunal Penal Internacional",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45270
5,Projeto de Resolução,648/XIV,2,PAN,"
Recomenda ao Governo que adopte um conjunto de medidas de combate aos paraísos fiscais e que realize uma avaliação de custo-benefício do impacto global económico, social e fiscal da Zona Franca da Madeira",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45269
6,Projeto de Resolução,647/XIV,2,PAN,"
Recomenda ao Governo que adote um conjunto de medidas de valorização dos profissionais do sector da cultura, e que assegure que o apoio aos profissionais da cultura abrange todos os trabalhadores das áreas dos espetáculos e eventos",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45268
7,Projeto de Resolução,646/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Pela construção de uma escola básica de 2.º e 3.º ciclo e secundária na freguesia de Fernão Ferro, no concelho do Seixal",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45267
8,Projeto de Resolução,645/XIV,2,BE,"
Por um setor das telecomunicações público e universal em Portugal",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45266
9,Projeto de Resolução,644/XIV,2,PSD,"
Recomenda ao Governo o envolvimento das Forças Armadas nas ações de planeamento e operacionalização das medidas e ações que vierem a ser adotadas nesta nova fase de combate à pandemia, nomeadamente no apoio aos cidadãos em situação de maior vulnerabilidade e risco, como é o caso do apoio aos lares e instituições sociais de todo o país que prestam serviços a esta franja da população mais vulnerável",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45265
0,Projeto de Resolução,643/XIV,2,PAN,"
Recomenda ao Governo que inicie os processos tendentes à construção de uma escola básica para os 2.º e 3.º ciclos e para o ensino secundário na freguesia de Fernão Ferro",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45263
1,Projeto de Resolução,642/XIV,2,PAN,"
Recomenda ao Governo que garanta aos advogados, advogados estagiários e solicitadores uma remuneração condigna e justa pelos serviços que prestem no âmbito da protecção jurídica",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45262
2,Projeto de Resolução,641/XIV,2,CDS-PP,"
Adoção de medidas para o regular funcionamento dos Cuidados de Saúde Primários",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45261
3,Projeto de Resolução,640/XIV,2,PAR,"
Deslocação do Presidente da República a Bruges",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45257
4,Projeto de Resolução,639/XIV,2,PEV,"
Regulamentação de piscinas de lazer integradas em empreendimentos turísticos e alojamentos locais e de uso doméstico",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45256
5,Projeto de Resolução,638/XIV,2,PEV,"
Reversão da privatização dos CTT - Correios de Portugal, S.A.",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45254
6,Projeto de Resolução,637/XIV,2,PEV,"
Construção de uma escola dos 2.º e 3.º ciclos do ensino básico e de uma escola do ensino secundário na freguesia de Fernão Ferro, no concelho do Seixal",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45250
7,Projeto de Resolução,636/XIV,2,BE,"
Garante o acompanhamento da mulher grávida na assistência à gravidez e em todas as fases do parto mesmo durante a pandemia de Covid-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45248
8,Projeto de Resolução,635/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Pelo acompanhamento de mulheres grávidas durante todas as fases do trabalho de parto no contexto da Covid-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45247
9,Projeto de Resolução,634/XIV,2,CDS-PP,"
Recomenda ao Governo que proceda à construção de uma escola de 2.º e 3.º ciclos do ensino básico e de uma escola do ensino secundário na freguesia de Fernão Ferro, no Seixal",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45246
0,Projeto de Resolução,633/XIV,2,CDS-PP,"
Recomenda ao Governo que proceda à imediata requalificação da Escola Secundária de Serpa",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45245
1,Projeto de Resolução,632/XIV,2,PSD,"
Recomendações ao Governo e à ANACOM decorrentes da implementação das redes 5G particularmente em territórios de baixa densidade populacional",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45244
2,Projeto de Resolução,631/XIV,2,CDS-PP,"
Recomenda ao Governo que diligencie no sentido de ser publicada, com urgência, a norma anual da Direção-Geral da Saúde relativa à vacina contra a gripe sazonal para a época 2020-2021",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45240
3,Projeto de Resolução,630/XIV,2,PCP,"
Medidas para a recuperação da atividade nos cuidados de saúde primários",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45239
4,Projeto de Resolução,629/XIV,2,PAN,"
Recomenda ao Governo que condene as reiteradas violações de direitos humanos perpetradas pela China e exija o fim de medidas repressivas contra minorias religiosas e opositores políticos",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45238
5,Projeto de Resolução,628/XIV,2,PAN,"
Recomenda ao Governo a suspensão imediata do acordo de extradição de Portugal com Hong Kong e adoção de outras medidas em resposta à nova Lei de Segurança Nacional aplicável em Hong Kong",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45237
6,Projeto de Resolução,627/XIV,2,PCP,"
Recomenda ao Governo a contratação de todos os trabalhadores necessários ao funcionamento da escola pública",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45232
7,Projeto de Revisão Constitucional,6/XIV,2,CH,"
Altera diversas normas constitucionais",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45457
8,Projeto de Revisão Constitucional,5/XIV,2,IL,"
Uma nova Constituição para o Século XXI",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45445
9,Projeto de Revisão Constitucional,4/XIV,2,CH,"
Pela consagração constitucional da compatibilidade entre o princípio da presunção de inocência e a criminalização do enriquecimento ilícito",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45430
0,Projeto de Revisão Constitucional,3/XIV,2,CH,"
Altera diversas normas constitucionais",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45272
1,Proposta de Lei,85/XIV,2,Governo,"
Altera a Lei de Defesa Nacional",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110662
2,Proposta de Lei,84/XIV,2,Governo,"
Aprova a nova Lei Orgânica das Bases da Organização das Forças Armadas ",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110661
3,Proposta de Lei,83/XIV,2,Governo,"
Aprova a Lei das Comunicações Eletrónicas e transpõe a Diretiva (UE) 2018/1972, que estabelece o Código Europeu das Comunicações Eletrónicas",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110660
4,Proposta de Lei,82/XIV,2,Governo,"
Autoriza o Governo a legislar sobre o regime jurídico do ensino individual e do ensino doméstico",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110619
5,Proposta de Lei,81/XIV,2,Governo,"
Autoriza o Governo a estabelecer o Sistema de Gestão Integrada de Fogos Rurais no território continental e define as suas regras de funcionamento",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110599
6,Proposta de Lei,80/XIV,2,Governo,"
Inclui novas substâncias psicoativas na definição de droga",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110566
7,Proposta de Lei,79/XIV,2,Governo,"
Prorroga a isenção de imposto sobre o valor acrescentado para as transmissões e aquisições intracomunitárias de bens necessários para combater os efeitos da pandemia da doença COVID-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110513
8,Proposta de Lei,78/XIV,2,Governo,"
Estabelece a cessação do regime de suspensão de prazos processuais e procedimentais adotado no âmbito da pandemia da doença COVID-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110498
9,Proposta de Lei,77/XIV,2,Governo,"
Determina a cessação de vigência de decretos-leis publicados entre os anos de 1986 e 1991, ",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110480
0,Proposta de Lei,76/XIV,2,Governo,"
Altera as condições de construção, certificação, exploração e os requisitos operacionais, administrativos, de segurança e de facilitação dos aeródromos civis nacionais para efeitos de ordenamento aeroportuário",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110441
1,Proposta de Lei,75/XIV,2,Assembleia Legislativa da Região Autónoma da Madeira,"
Inclusão das novas substâncias psicoativas na Lei de combate à droga",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110392
2,Proposta de Lei,74/XIV,2,Governo,"
Autoriza o Governo a estabelecer as normas que asseguram a execução do Regulamento (UE) 2017/2394, relativo à cooperação entre as autoridades nacionais responsáveis pela aplicação da legislação de proteção dos consumidores",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110331
3,Proposta de Lei,73/XIV,2,Governo,"
Habilita o acesso a dados por parte de entidades públicas para a confirmação de requisitos de acesso ao «Programa Apoiar»",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110293
4,Proposta de Lei,72/XIV,2,Governo,"
Aprova a lei-quadro do estatuto de utilidade pública",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45705
5,Proposta de Lei,71/XIV,2,Assembleia Legislativa da Região Autónoma da Madeira,"
Pelo fim do bloqueio geográfico e da discriminação nas vendas eletrónicas para os consumidores das Regiões Autónomas",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45685
